code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
L1884,OGARO CENTRE,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1884,OGARO CENTRE,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1886,EDOGA II,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1886,EDOGA II,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1887,SALANBAGOU,5,Locality,CNT350,eng,t,superadmin,2021-11-25 01:30:04.082
L1887,SALANBAGOU,5,Localit̩,CNT350,fra,t,superadmin,2021-11-25 01:30:04.082
L1888,MALGBANGOU,5,Locality,CNT352,eng,t,superadmin,2021-11-25 01:30:04.082
L1888,MALGBANGOU,5,Localit̩,CNT352,fra,t,superadmin,2021-11-25 01:30:04.082
L1889,KANKAMOMBIAGOU,5,Locality,CNT349,eng,t,superadmin,2021-11-25 01:30:04.082
L1889,KANKAMOMBIAGOU,5,Localit̩,CNT349,fra,t,superadmin,2021-11-25 01:30:04.082
L1890,BALBIAGA,5,Locality,CNT352,eng,t,superadmin,2021-11-25 01:30:04.082
L1890,BALBIAGA,5,Localit̩,CNT352,fra,t,superadmin,2021-11-25 01:30:04.082
L1891,SALAMBAGOU,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1891,SALAMBAGOU,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1892,KPEMPIGOU,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1892,KPEMPIGOU,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1893,GALPOLI,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1893,GALPOLI,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1894,NADANO,5,Locality,CNT352,eng,t,superadmin,2021-11-25 01:30:04.082
L1894,NADANO,5,Localit̩,CNT352,fra,t,superadmin,2021-11-25 01:30:04.082
L1895,KPENDJAGA,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1895,KPENDJAGA,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1896,NAKPATCHAL,5,Locality,CNT347,eng,t,superadmin,2021-11-25 01:30:04.082
L1896,NAKPATCHAL,5,Localit̩,CNT347,fra,t,superadmin,2021-11-25 01:30:04.082
L1897,NADANO CARREFOUR,5,Locality,CNT352,eng,t,superadmin,2021-11-25 01:30:04.082
L1897,NADANO CARREFOUR,5,Localit̩,CNT352,fra,t,superadmin,2021-11-25 01:30:04.082
L1898,DJIBOLE,5,Locality,CNT347,eng,t,superadmin,2021-11-25 01:30:04.082
L1898,DJIBOLE,5,Localit̩,CNT347,fra,t,superadmin,2021-11-25 01:30:04.082
L1899,NADANO,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1899,NADANO,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1900,TOUMONGA,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1900,TOUMONGA,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1901,TAMBIMONGA,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1901,TAMBIMONGA,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1903,TODJOGOU,5,Locality,CNT352,eng,t,superadmin,2021-11-25 01:30:04.082
L1903,TODJOGOU,5,Localit̩,CNT352,fra,t,superadmin,2021-11-25 01:30:04.082
L1904,BONLOIRE,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1904,BONLOIRE,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1905,NAGOULMOU,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1905,NAGOULMOU,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1906,DJANKOUGLI,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1906,DJANKOUGLI,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1907,DJIGNIANDJOGA,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1907,DJIGNIANDJOGA,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1909,GROUPEMENT PEUHL IGABONGUE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1909,GROUPEMENT PEUHL IGABONGUE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1910,IGABONGUE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1910,IGABONGUE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1911,EKPEGUIBONGA,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1911,EKPEGUIBONGA,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1912,TAMBIMONGUE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1912,TAMBIMONGUE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1913,BONTOGBANGBANGOU,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1913,BONTOGBANGBANGOU,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1914,OKONTCHIOGUE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1914,OKONTCHIOGUE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1915,GBANGA,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1915,GBANGA,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1916,TANLOUAGA,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1916,TANLOUAGA,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1917,POGNO-CENTRE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1917,POGNO-CENTRE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1918,KOUNKONTANGOU,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1918,KOUNKONTANGOU,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1919,NAPAGOU,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1919,NAPAGOU,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1920,OBABONGOU,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1920,OBABONGOU,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1921,DJIBONTOTI,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1921,DJIBONTOTI,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1922,TANLOAGA,5,Locality,CNT352,eng,t,superadmin,2021-11-25 01:30:04.082
L1922,TANLOAGA,5,Localit̩,CNT352,fra,t,superadmin,2021-11-25 01:30:04.082
L1923,KWAMPANTE,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1923,KWAMPANTE,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1924,NAMATOUGOU,5,Locality,CNT348,eng,t,superadmin,2021-11-25 01:30:04.082
L1924,NAMATOUGOU,5,Localit̩,CNT348,fra,t,superadmin,2021-11-25 01:30:04.082
L1925,DIELO,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1925,DIELO,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1926,DJANKOUGLI-KOUNDJOARE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1926,DJANKOUGLI-KOUNDJOARE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1927,GNINDJANGA,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1927,GNINDJANGA,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1928,BANANGANDI,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1928,BANANGANDI,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1929,TCHIMOURI,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1929,TCHIMOURI,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1930,BANANGANDI II,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1930,BANANGANDI II,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1931,TIMANGA,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1931,TIMANGA,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1932,LIDOUOLE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1932,LIDOUOLE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1933,KPEMBONLE,5,Locality,CNT351,eng,t,superadmin,2021-11-25 01:30:04.082
L1933,KPEMBONLE,5,Localit̩,CNT351,fra,t,superadmin,2021-11-25 01:30:04.082
L1934,NAGOUNI,5,Locality,CNT375,eng,t,superadmin,2021-11-25 01:30:04.082
L1934,NAGOUNI,5,Localit̩,CNT375,fra,t,superadmin,2021-11-25 01:30:04.082
L1935,TOMONGUE,5,Locality,CNT358,eng,t,superadmin,2021-11-25 01:30:04.082
L1935,TOMONGUE,5,Localit̩,CNT358,fra,t,superadmin,2021-11-25 01:30:04.082
L1936,NAGOUNI-LOKO,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1936,NAGOUNI-LOKO,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1937,KEREKETE 2,5,Locality,CNT358,eng,t,superadmin,2021-11-25 01:30:04.082
L1937,KEREKETE 2,5,Localit̩,CNT358,fra,t,superadmin,2021-11-25 01:30:04.082
L1938,KONKOGOU,5,Locality,CNT369,eng,t,superadmin,2021-11-25 01:30:04.082
L1938,KONKOGOU,5,Localit̩,CNT369,fra,t,superadmin,2021-11-25 01:30:04.082
L1939,TABINAMONE,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1939,TABINAMONE,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1940,NASSONGUE,5,Locality,CNT358,eng,t,superadmin,2021-11-25 01:30:04.082
L1940,NASSONGUE,5,Localit̩,CNT358,fra,t,superadmin,2021-11-25 01:30:04.082
L1941,NADJIR,5,Locality,CNT358,eng,t,superadmin,2021-11-25 01:30:04.082
L1941,NADJIR,5,Localit̩,CNT358,fra,t,superadmin,2021-11-25 01:30:04.082
L1942,KPEBONGA,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1942,KPEBONGA,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1943,PIEBOAKA,5,Locality,CNT358,eng,t,superadmin,2021-11-25 01:30:04.082
L1943,PIEBOAKA,5,Localit̩,CNT358,fra,t,superadmin,2021-11-25 01:30:04.082
L1944,POUKPIELOKO,5,Locality,CNT358,eng,t,superadmin,2021-11-25 01:30:04.082
L1944,POUKPIELOKO,5,Localit̩,CNT358,fra,t,superadmin,2021-11-25 01:30:04.082
L1945,NAKOLGUE,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1945,NAKOLGUE,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1946,BARKOISSI CENTRE,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1946,BARKOISSI CENTRE,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1947,POLOTI,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1947,POLOTI,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1948,KOUBENGOU II,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1948,KOUBENGOU II,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1949,KOUMENGOU,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1949,KOUMENGOU,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1950,NAMBOUESSOU,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1950,NAMBOUESSOU,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1951,KOLK I,5,Locality,CNT370,eng,t,superadmin,2021-11-25 01:30:04.082
L1951,KOLK I,5,Localit̩,CNT370,fra,t,superadmin,2021-11-25 01:30:04.082
L1952,MANTCHE,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L1952,MANTCHE,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L1953,NASSIEGOU II,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1953,NASSIEGOU II,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1954,KOUWAKOU 1,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1954,KOUWAKOU 1,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1955,NASSIEGOU I,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1955,NASSIEGOU I,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1956,KOUNDOULOUNG,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1956,KOUNDOULOUNG,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1957,NABAB 1,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1957,NABAB 1,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1958,KPANDJINI,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1958,KPANDJINI,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1959,NABAB 2,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1959,NABAB 2,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1960,BOASSE,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1960,BOASSE,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1961,DANKOUR,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1961,DANKOUR,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1962,DOGBOGUE,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1962,DOGBOGUE,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1963,KPENSAMMOB,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1963,KPENSAMMOB,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1964,TOUMONLOGOU,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1964,TOUMONLOGOU,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1965,KPAMBONE,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1965,KPAMBONE,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1966,KPAMBONE,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1966,KPAMBONE,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1967,KONG,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1967,KONG,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1968,NAPELKANGUE,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1968,NAPELKANGUE,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1969,KPEBONGA,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1969,KPEBONGA,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1970,GALANGASHIE-CENTRE,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1970,GALANGASHIE-CENTRE,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1971,KAMPOTI,5,Locality,CNT356,eng,t,superadmin,2021-11-25 01:30:04.082
L1971,KAMPOTI,5,Localit̩,CNT356,fra,t,superadmin,2021-11-25 01:30:04.082
L1972,TCHARBENGOU,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1972,TCHARBENGOU,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1973,MAYEFOUKOU,5,Locality,CNT353,eng,t,superadmin,2021-11-25 01:30:04.082
L1973,MAYEFOUKOU,5,Localit̩,CNT353,fra,t,superadmin,2021-11-25 01:30:04.082
L1974,NAMOUBAGA 1,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1974,NAMOUBAGA 1,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1975,TAMONGA,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1975,TAMONGA,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1976,KANKANGOU,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1976,KANKANGOU,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1977,BIGOU,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1977,BIGOU,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1978,KADJITIERI 2,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1978,KADJITIERI 2,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1979,NANTCHARE,5,Locality,CNT353,eng,t,superadmin,2021-11-25 01:30:04.082
L1979,NANTCHARE,5,Localit̩,CNT353,fra,t,superadmin,2021-11-25 01:30:04.082
L1980,FAREO,5,Locality,CNT353,eng,t,superadmin,2021-11-25 01:30:04.082
L1980,FAREO,5,Localit̩,CNT353,fra,t,superadmin,2021-11-25 01:30:04.082
L1981,NAGBENI-CENTRE,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1981,NAGBENI-CENTRE,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1982,FARE CENTRE,5,Locality,CNT353,eng,t,superadmin,2021-11-25 01:30:04.082
L1982,FARE CENTRE,5,Localit̩,CNT353,fra,t,superadmin,2021-11-25 01:30:04.082
L1983,KOUMONGOUKAN,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L1983,KOUMONGOUKAN,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L1984,DJABENGOU,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1984,DJABENGOU,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1985,BOUDORI,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L1985,BOUDORI,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L1986,MAGNA,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L1986,MAGNA,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L1987,GNANGBANDI,5,Locality,CNT365,eng,t,superadmin,2021-11-25 01:30:04.082
L1987,GNANGBANDI,5,Localit̩,CNT365,fra,t,superadmin,2021-11-25 01:30:04.082
L1988,AKPOSSOU,5,Locality,CNT357,eng,t,superadmin,2021-11-25 01:30:04.082
L1988,AKPOSSOU,5,Localit̩,CNT357,fra,t,superadmin,2021-11-25 01:30:04.082
L1989,PADORI,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L1989,PADORI,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L1990,TADERI,5,Locality,CNT353,eng,t,superadmin,2021-11-25 01:30:04.082
L1990,TADERI,5,Localit̩,CNT353,fra,t,superadmin,2021-11-25 01:30:04.082
L1991,BIAGA,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1991,BIAGA,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1992,KPAGNO,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1992,KPAGNO,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1993,KOUMANGA,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1993,KOUMANGA,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1994,TCHANFIERI,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L1994,TCHANFIERI,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L1995,SADORI-NAGBAKOU,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L1995,SADORI-NAGBAKOU,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L1996,MAMANGA,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L1996,MAMANGA,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L1997,PAYOKOU,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L1997,PAYOKOU,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L1998,FOMBORO,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L1998,FOMBORO,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L1999,PAYOKA,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L1999,PAYOKA,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2000,NAGBATI,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2000,NAGBATI,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2001,ZONGO,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2001,ZONGO,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2002,DJABOU,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2002,DJABOU,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2003,MANCHI,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L2003,MANCHI,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L2004,DOUANE,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2004,DOUANE,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2005,SANGBANA,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2005,SANGBANA,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2006,DANDIKA,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L2006,DANDIKA,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L2007,NAWAKASSOU,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2007,NAWAKASSOU,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2008,WAMONE,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L2008,WAMONE,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L2009,TCHANAGA-CENTRE,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2009,TCHANAGA-CENTRE,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2010,GBEMBA-HAUT,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2010,GBEMBA-HAUT,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2011,GNOUBOUTIGOU,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L2011,GNOUBOUTIGOU,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L2012,NAMIENI,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2012,NAMIENI,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2013,MAGNIBOUESSOU,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
L2013,MAGNIBOUESSOU,5,Localit̩,CNT355,fra,t,superadmin,2021-11-25 01:30:04.082
L2014,TANGBANDI,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2014,TANGBANDI,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2015,NAKORKOU,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2015,NAKORKOU,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2016,BONZOUKOU,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2016,BONZOUKOU,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2017,POPOROKOU,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2017,POPOROKOU,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2018,NATANGOLKA,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2018,NATANGOLKA,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2019,TCHIRI,5,Locality,CNT354,eng,t,superadmin,2021-11-25 01:30:04.082
L2019,TCHIRI,5,Localit̩,CNT354,fra,t,superadmin,2021-11-25 01:30:04.082
L2020,GBEMBA-BAS,5,Locality,CNT360,eng,t,superadmin,2021-11-25 01:30:04.082
L2020,GBEMBA-BAS,5,Localit̩,CNT360,fra,t,superadmin,2021-11-25 01:30:04.082
L2021,TCHAMIGNOTI,5,Locality,CNT359,eng,t,superadmin,2021-11-25 01:30:04.082
L2021,TCHAMIGNOTI,5,Localit̩,CNT359,fra,t,superadmin,2021-11-25 01:30:04.082
L2022,DJAGORI,5,Locality,CNT355,eng,t,superadmin,2021-11-25 01:30:04.082
